protocol_slug,protocol_id,size_mb,status_code,error,retries
mugenfinance,2566,0.43,200,,0
timeswap-v2,2567,3.64,200,,0
garbi-protocol,2568,0.7,200,,0
spice-finance,2569,0.24,200,,0
marginfi-lending,2570,2.7,200,,0
mosquitos-finance,2571,0.1,200,,0
nucleon,2572,0.48,200,,0
quantumx-network,2573,1.51,200,,0
hxro-network,2574,0.41,200,,0
cypher,2575,0.27,200,,0
goledo,2576,1.59,200,,0
sharky-swap,2577,0.74,200,,0
beamer-bridge,2578,0.27,200,,0
king-finance,2579,0.34,200,,0
nuls-pocm,2580,0.4,200,,0
kapaswap,2581,0.23,200,,0
truefeedback,2582,0.45,200,,0
nerveswap,2583,0.08,200,,0
velocimeter-v1,2584,0.66,200,,0
zharta,2585,0.64,200,,0
equilibre,2586,1.05,200,,0
arbiswap,2587,0.13,200,,0
bisq,2588,0.02,200,,0
dexalot-dex,2589,0.68,200,,0
pancakeswap-amm-v1,2590,0.02,200,,0
beamswap-stable-amm,2596,0.37,200,,0
surfswap-stable-amm,2598,0.2,200,,0
moret,2599,0.23,200,,0
symmetry,2600,3.04,200,,0
shoebill-v1,2601,0.64,200,,0
zyberswap-v3,2602,0.92,200,,0
alienfi,2603,0.79,200,,0
dsu-money,2604,0.47,200,,0
rysk-finance,2605,0.38,200,,0
lockless-protocol,2606,0.3,200,,0
frax-fpi,2607,0.27,200,,0
streamflow,2608,13.37,200,,0
hord,2609,0.23,200,,0
zora-marketplace,2610,0.02,200,,0
balancer-v2,2611,45.87,200,,0
genius,2612,1.59,200,,0
mellow-yield,2613,1.48,200,,0
grappa-finance,2614,0.34,200,,0
kyberswap-elastic,2615,11.06,200,,0
conic-finance,2616,0.5,200,,0
dedust,2617,0.57,200,,0
oasisswap,2618,0.94,200,,0
metalx-dex,2619,0.24,200,,0
phoenix-bonds,2620,0.24,200,,0
sterling-finance,2621,0.94,200,,0
mare-finance-v1,2622,0.57,200,,0
chainlink-requests,2623,0.02,200,,0
mymetatrader,2624,0.42,200,,0
bluefin-perps,2625,0.4,200,,0
ether.fi-stake,2626,0.36,200,,0
cat-in-a-box,2627,0.24,200,,0
just-yield,2628,0.32,200,,0
unamano,2629,0.22,200,,0
opensea-v1,2630,0.02,200,,0
opensea-v2,2631,0.02,200,,0
lendexe-finance,2632,1.17,200,,0
anyhedge,2633,0.19,200,,0
x-blue-finance,2634,0.98,200,,0
lazyfi,2635,0.26,200,,0
lighter-v1,2636,0.34,200,,0
sector-finance,2637,0.64,200,,0
uniwhale,2638,0.23,200,,0
ruby.exchange-yield,2639,0.38,200,,0
ruby.exchange-stable,2640,0.39,200,,0
fulcrom-perps,2641,0.89,200,,0
pulsar-swap,2642,0.71,200,,0
cowswap,2643,0.02,200,,0
maverick-v1,2644,4.65,200,,0
skullswap-v3,2645,0.79,200,,0
rocifi-v2,2646,1.21,200,,0
lfgswap-core,2647,0.39,200,,0
archerswap,2648,0.4,200,,0
coreswap,2649,0.23,200,,0
shadowswap,2650,0.44,200,,0
numoen,2651,1.37,200,,0
oswap-token,2652,0.47,200,,0
nf3-ape,2653,0.25,200,,0
paraspace-ape-staking-v1,2654,0.23,200,,0
snowswap-amm,2655,0.32,200,,0
metavault-binary-options,2656,0.23,200,,0
ponytaswap,2657,0.36,200,,0
alpaca-perpetual-futures-exchange,2658,0.45,200,,0
lunagens,2659,0.17,200,,0
spin-perps,2660,0.23,200,,0
spin-dov,2661,0.55,200,,0
morphex-v2,2662,1.28,200,,0
0xacid,2663,0.38,200,,0
forta,2664,0.37,200,,0
apecoin,2665,0.01,200,,0
wefi,2666,1.66,200,,0
arrakis-v2,2667,3.44,200,,0
velocimeter-v2,2668,1.86,200,,0
uwu-protocol,2669,0.21,200,,0
koffeeswap,2670,0.55,200,,0
finext-finance,2671,0.28,200,,0
alyx-finance,2672,0.58,200,,0
metacoin-swap,2673,0.25,200,,0
wemix-full-range-deposit,2674,0.37,200,,0
ramses-legacy,2675,2.01,200,,0
cthulhu.finance,2677,0.15,200,,0
kivach,2680,0.22,200,,0
kava-football-club,2681,0.38,200,,0
dogewhale,2682,0.36,200,,0
davos-protocol,2683,1.08,200,,0
arc-swap,2684,0.67,200,,0
arbitrum-exchange-v2,2685,0.86,200,,0
factor-v1,2686,0.8,200,,0
openxswap,2687,1.11,200,,0
palma-swap,2688,0.1,200,,0
doora-inu,2689,0.82,200,,0
wynd-lsd,2690,0.23,200,,0
sohei,2691,0.47,200,,0
sevenswap,2692,0.22,200,,0
ponyswap,2693,0.46,200,,0
jujube-finance,2694,0.26,200,,0
smardex,2695,4.37,200,,0
bond-protocol,2697,1.39,200,,0
kadefi,2698,0.42,200,,0
waterdendy,2699,0.96,200,,0
zukeswap,2700,0.05,200,,0
fairyswap-v2,2701,0.52,200,,0
mantisswap,2702,0.65,200,,0
phenix-dex,2703,0.72,200,,0
sakai-vault,2704,0.39,200,,0
wemix.fi-lend,2705,0.74,200,,0
radiant-v2,2706,3.01,200,,0
spl-governance,2707,3.1,200,,0
puzzle-lend,2708,1.17,200,,0
baptswap-v1,2710,0.31,200,,0
void,2711,0.33,200,,0
prepo,2712,0.39,200,,0
pxswap,2713,0.16,200,,0
boneswap-bonerium,2714,0.05,200,,0
onyxdao,2715,1.32,200,,0
kokomo-finance,2716,0.16,200,,0
dexioprotocol,2717,0.55,200,,0
volta-finance,2718,0.28,200,,0
sithswap,2719,0.5,200,,0
satin-exchange,2720,1.52,200,,0
flair-dex,2721,0.67,200,,0
metavisor,2722,0.92,200,,0
arbitrum-dao,2723,0.01,200,,0
india-covid-relief-fund,2724,0.01,200,,0
aptos,2725,0.01,200,,0
canto,2726,0.01,200,,0
koi-finance-amm,2727,1.02,200,,0
syncswap,2728,1.9,200,,0
gemswap,2729,0.06,200,,0
covo-v2,2730,0.43,200,,0
swapline-v1,2731,1.62,200,,0
atlas-aggregator,2732,0.12,200,,0
citrus,2733,0.42,200,,0
blast-api,2734,0.01,200,,0
get-protocol,2735,0.41,200,,0
teller,2736,2.14,200,,0
persistence-dex,2737,0.6,200,,0
kafidao,2738,0.6,200,,0
liquify,2739,0.06,200,,0
plexus,2740,0.01,200,,0
tegisto,2741,0.39,200,,0
fluidity-money,2742,0.79,200,,0
yama-finance,2743,0.58,200,,0
kavastarter,2744,0.4,200,,0
leetswap,2745,1.29,200,,0
eralend,2746,0.7,200,,0
hadouken-lend,2747,0.76,200,,0
hadouken-amm,2748,0.53,200,,0
antfarm-finance,2749,1.58,200,,0
nuon-finance,2750,0.26,200,,0
lfgswap-arbitrum,2751,0.47,200,,0
onchain-trade,2752,0.85,200,,0
velocore-v1,2753,0.77,200,,0
mm-finance-arbitrum,2754,0.65,200,,0
sharpe-magnum,2756,0.21,200,,0
glacier-exchange-v2,2757,1.61,200,,0
starfish-liquid-staking,2758,0.21,200,,0
octoplace,2759,0.32,200,,0
maia-v3,2760,0.66,200,,0
hector-lending,2761,0.88,200,,0
zkevmswap,2762,0.3,200,,0
dove-swap-v2,2763,0.26,200,,0
cexdex,2764,0.16,200,,0
pepeteam-bridge,2765,1.25,200,,0
stablz,2766,0.63,200,,0
jbc.finance,2767,0.14,200,,0
lsdx-farm,2768,0.74,200,,0
pancakeswap-amm-v3,2769,52.35,200,,0
gxypad,2770,0.24,200,,0
empyreal,2771,0.6,200,,0
multialt,2772,0.16,200,,0
auragi-finance,2773,0.73,200,,0
twtstake,2774,0.05,200,,0
sushiswap-v3,2776,23.47,200,,0
gmcash,2777,0.99,200,,0
zenithswap,2779,0.44,200,,0
nft360,2781,0.04,200,,0
aktionariat,2782,1.83,200,,0
scrub-invest,2783,0.74,200,,0
ysmart,2784,0.04,200,,0
arbitrum,2785,0.01,200,,0
bitcoin,2786,0.01,200,,0
acala,2787,0.01,200,,0
moonbeam,2788,0.01,200,,0
thala-cdp,2789,0.57,200,,0
illuminate,2790,0.27,200,,0
trainswap,2791,0.46,200,,0
camelot-v3,2792,7.59,200,,0
zkmoonswap,2793,0.26,200,,0
ko.one,2794,0.25,200,,0
thalaswap,2795,0.81,200,,0
zks-miner,2796,0.03,200,,0
aevo-perps,2797,0.72,200,,0
future-swap,2798,0.56,200,,0
monopoly-finance,2799,0.93,200,,0
beekava,2800,0.61,200,,0
spoon-exchange,2801,0.32,200,,0
hashdao-finance,2802,1.98,200,,0
native-swap,2803,3.67,200,,0
forge,2804,1.18,200,,0
stake.link-index,2805,0.26,200,,0
astrofi,2806,0.44,200,,0
matrixdock,2807,0.26,200,,0
whitehole-finance,2808,0.91,200,,0
dove-swap-v3,2809,0.6,200,,0
forge-sx-ovens,2811,0.22,200,,0
forge-sx-trade,2812,0.22,200,,0
cron-finance,2813,0.15,200,,0
spacedex,2814,0.83,200,,0
holdr,2815,0.85,200,,0
dypius,2816,0.74,200,,0
agility-lsd,2817,0.69,200,,0
tonpound,2818,0.89,200,,0
stfil,2819,0.2,200,,0
arbiten,2820,0.61,200,,0
hamburger-finance,2821,0.53,200,,0
bonkswap,2822,0.8,200,,0
shadeswap,2823,0.22,200,,0
abc-pool,2824,0.21,200,,0
nostra-money-market,2825,1.31,200,,0
czodiac,2826,1.13,200,,0
satoshicoreswap,2827,0.06,200,,0
thundercore-staking,2828,0.22,200,,0
trufin-legacy-vaults,2829,0.22,200,,0
brokkr-finance,2830,1.25,200,,0
cortexdao,2831,0.32,200,,0
bedrock-unieth,2832,0.24,200,,0
juicebox-v1,2833,0.22,200,,0
juicebox-v2,2834,0.21,200,,0
juicebox-v3,2835,0.22,200,,0
tronnrg,2836,0.22,200,,0
wagmi,2837,2.58,200,,0
stakehouse,2838,0.2,200,,0
interport-finance,2839,2.43,200,,0
collection.xyz,2840,0.26,200,,0
rodeo,2841,0.45,200,,0
sharky,2842,0.46,200,,0
sovryn-lend,2843,0.72,200,,0
sovryn-zero,2844,0.22,200,,0
spiral-fi-mixer,2845,0.28,200,,0
solisnek-finance,2846,0.71,200,,0
world-mobile-token,2847,0.41,200,,0
polynomial-trade,2848,0.25,200,,0
merlin-dex,2849,0.03,200,,0
toreus,2850,0.48,200,,0
arbswap-stableswap,2851,0.65,200,,0
solunea,2852,0.81,200,,0
eoswap-finance,2853,0.22,200,,0
metaswap,2854,0.04,200,,2
noah-swap,2855,0.16,200,,2
gridex,2856,1.42,200,,2
frogge.finance,2857,0.22,200,,2
glif,2858,0.23,200,,2
bonsai-strike,2859,0.22,200,,2
mm-finance-arbitrum-v3,2860,0.54,200,,2
quicksilver-protocol,2861,0.59,200,,2
saitaswap,2863,0.44,200,,2
thena-fusion,2864,4.09,200,,2
moonbase-alpha,2865,0.45,200,,0
ghost,2866,2.4,200,,0
ensuro,2867,0.54,200,,0
zkfox,2868,0.66,200,,0
parallax,2869,0.94,200,,0
jlswap,2870,0.21,200,,0
kimberlite,2871,1.5,200,,0
printyfinance,2872,0.67,200,,0
neutroswap,2873,0.24,200,,0
tealswap-v2,2874,0.23,200,,0
privcash,2875,0.15,200,,0
sft-protocol,2876,0.22,200,,0
catsapes,2877,0.46,200,,0
avatr,2878,0.05,200,,0
sugar-swap,2879,0.25,200,,0
reactorfusion,2880,1.01,200,,0
mirrosset,2881,0.2,200,,0
tokenpocket,2882,0.19,200,,0
purple-bridge-dex,2883,0.22,200,,0
zolidly-finance,2884,0.05,200,,0
asymetrix-protocol,2885,0.25,200,,0
rabbitx,2886,0.45,200,,0
array,2887,0.32,200,,0
selfex,2888,0.2,200,,0
rollup-finance-vamm,2889,0.26,200,,0
carbon-defi,2890,4.59,200,,0
metaid,2891,0.23,200,,0
autoearn-finance,2892,1.41,200,,0
snark-launch,2893,0.35,200,,0
zkboost,2894,0.49,200,,0
smbswap-v3,2895,0.5,200,,0
pheasantswap,2896,0.22,200,,0
superlauncher,2897,0.35,200,,0
liondex,2898,0.39,200,,0
vertex-perps,2899,0.7,200,,0
wasabi,2900,1.66,200,,0
swell-liquid-staking,2901,0.23,200,,0
damx,2902,0.41,200,,0
swaprum,2903,0.65,200,,0
lybra-v1,2904,0.22,200,,0
funbear,2905,0.3,200,,0
joe-v2.1,2906,10.46,200,,0
chronos-v1,2907,1.47,200,,0
steth.win,2908,0.21,200,,0
zkdefi,2909,0.2,200,,0
hydradex-v3,2910,0.19,200,,0
aboard-exchange,2911,1.33,200,,0
onsen-swap,2912,0.26,200,,0
rising-undead,2913,0.2,200,,0
binance-staked-eth,2914,0.34,200,,0
tonic-cash,2915,0.45,200,,0
direct-exchange,2916,0.16,200,,0
structured-lsd,2917,0.42,200,,0
debtdao,2918,0.35,200,,0
backed,2919,0.29,200,,0
lsdx-ethx,2920,0.37,200,,0
blur-lending,2921,0.9,200,,0
flux-exchange,2922,0.78,200,,0
tprotocol-v1,2923,0.25,200,,0
goodentry,2924,0.48,200,,0
wemix.fi-staking,2925,0.24,200,,0
e3,2926,0.71,200,,0
zoodao,2927,0.59,200,,0
veax,2928,0.74,200,,0
sparklend,2929,1.51,200,,0
blazestake,2931,0.22,200,,0
latoken,2932,4.12,200,,0
kei-finance,2933,0.29,200,,0
stellaswap-v3,2934,1.66,200,,0
synthex,2935,0.37,200,,0
astar-exchange-v3,2936,0.3,200,,0
cells-finance,2937,0.06,200,,0
luxsfi,2938,1.04,200,,0
kriya-amm,2939,0.76,200,,0
turbos,2940,1.52,200,,0
bluemove-dex,2941,0.86,200,,0
croswap,2942,1.44,200,,0
sagebet,2943,0.21,200,,0
ajira-pay-finance-v1,2944,0.6,200,,0
grovecoin,2945,0.74,200,,0
typus-dov,2946,0.73,200,,0
braindao,2947,0.01,200,,0
bubbleswap-v2,2948,0.1,200,,0
creth2,2949,0.21,200,,0
origin-ether,2950,0.35,200,,0
octolsd,2951,0.44,200,,0
archi-finance,2952,0.78,200,,0
zenith,2953,0.51,200,,0
airswap,2954,0.01,200,,0
affine-defi-earn,2956,0.47,200,,0
seashell,2957,0.23,200,,0
holdstation-defutures,2959,0.37,200,,0
dxdao,2960,0.01,200,,0
forth-dao,2961,0.01,200,,0
arbitrum-exchange-v3,2962,0.81,200,,0
memedex,2963,0.4,200,,0
cozy-v2,2964,0.22,200,,0
meld-gold,2965,0.22,200,,0
starmaker,2966,0.44,200,,0
optimism-foundation,2967,0.01,200,,0
gnd-protocol,2968,1.36,200,,0
kyborg-exchange,2969,0.05,200,,0
beluga-dex,2970,0.4,200,,0
astroswap-amm,2971,0.39,200,,0
steadefi,2972,0.75,200,,0
nutbox,2973,0.5,200,,0
extra-finance-leverage-farming,2974,3.77,200,,0
verified-credits,2975,0.44,200,,0
scanto,2976,0.22,200,,0
merkl,2977,0.48,200,,0
protossdex,2978,0.34,200,,0
tsunamix,2979,0.65,200,,0
quickperps,2980,0.46,200,,0
kwenta,2981,0.01,200,,0
satori-perp,2982,0.86,200,,0
zomma-protocol,2983,0.27,200,,0
stream-finance,2984,0.28,200,,0
vega-protocol,2985,0.52,200,,0
asymmetry-finance,2986,0.44,200,,0
vendor-v2,2987,0.48,200,,0
vyfinance-dex,2988,0.42,200,,0
multiverse,2989,0.2,200,,0
prime-protocol,2990,4.43,200,,0
shrikeperps,2991,0.39,200,,0
gravita-protocol,2992,1.22,200,,0
nodedao,2993,0.22,200,,0
crvusd,2994,0.44,200,,0
pulsex-v1,2995,1.73,200,,0
milkomeda-c1-djed,2996,0.21,200,,0
zkdx,2997,0.43,200,,0
vesync,2998,0.71,200,,0
ethos-reserve,2999,0.63,200,,0
flashliquidity,3000,0.84,200,,0
astra-dao,3001,0.82,200,,0
rigoblock,3002,1.66,200,,0
omnidex-perpetuals,3003,0.63,200,,0
bfxfi,3004,0.47,200,,0
sunswap-v2,3005,1.04,200,,0
intercroneswap,3006,2.55,200,,0
uswap,3007,0.68,200,,0
avely-staking,3008,0.21,200,,0
avely-swap,3009,0.21,200,,0
zkswap-era,3010,0.44,200,,0
spiraldao,3011,0.57,200,,0
dynastyswap,3012,0.27,200,,0
unifi-staking,3013,0.5,200,,0
morpho-aavev3,3014,0.8,200,,0
interest-protocol-sui,3015,0.66,200,,0
component-swap,3016,0.14,200,,0
femboydao,3017,0.01,200,,0
maestro,3019,0.01,200,,0
mayfair-fund,3020,1.17,200,,0
mfil-protocol,3021,0.2,200,,0
1pulse,3022,0.22,200,,0
goldbank-finance,3023,0.14,200,,0
etherberry-finance,3024,0.52,200,,0
ktx-perps,3025,1.24,200,,0
monoceros,3026,0.29,200,,0
alpaca-finance-2.0,3027,1.55,200,,0
auto-core,3028,0.29,200,,0
caviar-v2,3029,0.27,200,,0
enosys-bridge,3030,0.4,200,,0
metamask,3031,0.01,200,,0
winr-protocol,3032,0.39,200,,0
firebot,3033,0.53,200,,0
eazyswap,3034,0.62,200,,0
dexilla,3035,0.69,200,,0
fxdx,3036,0.66,200,,0
skate-fi,3037,3.68,200,,0
rainbow,3038,0.0,200,,0
tai.money,3039,0.34,200,,0
dexter-exchange,3040,0.52,200,,0
houdini-swap,3041,0.4,200,,0
the-llamas,3042,0.01,200,,0
steer-protocol,3043,9.52,200,,0
marginx-perp,3044,0.2,200,,0
astaria-v1,3045,0.42,200,,0
hashmix-fil,3046,0.18,200,,0
bayswap,3047,0.38,200,,0
tranchess-ether,3048,0.27,200,,0
crowdswap,3049,1.51,200,,0
daolama,3050,0.41,200,,0
cryptex-v2,3051,0.2,200,,0
filfi,3052,0.21,200,,0
fluxbeam,3053,5.61,200,,0
paribus,3054,0.63,200,,0
unlimited-network,3055,0.21,200,,0
y2k-v2,3056,0.39,200,,0
openeden-tbill,3057,0.37,200,,0
tropykus-zkevm,3058,0.55,200,,0
dezswap,3059,0.2,200,,0
pulsex-v2,3060,1.67,200,,0
synfutures-v2,3061,0.38,200,,0
magicfox-swap,3062,1.36,200,,0
shadelend,3063,0.23,200,,0
stkd-scrt,3064,0.21,200,,0
paladin-warlord,3066,0.26,200,,0
equito-finance,3067,0.51,200,,0
raft,3068,0.42,200,,0
quipuswap-stableswap,3069,0.6,200,,0
quipuswap-v2,3070,0.55,200,,0
quipuswap-v3,3071,1.11,200,,0
dubble-exchange,3072,0.2,200,,0
predy-v2,3073,0.4,200,,0
predy-v3,3074,0.31,200,,0
mexc,3075,5.99,200,,0
minerva,3076,0.58,200,,0
fathom-amm,3077,0.3,200,,0
magicfox-vaults,3078,2.09,200,,0
zklend,3079,1.0,200,,0
galoswap,3080,0.29,200,,0
atomic-green,3081,0.43,200,,0
olympulsex,3082,0.34,200,,0
penpie,3083,1.2,200,,0
l2finance,3084,0.53,200,,0
urdex-finance,3085,0.49,200,,0
xbank-finance,3086,0.36,200,,0
gambit-financial,3087,0.86,200,,0
defily-dex,3088,0.37,200,,0
heraswap,3089,0.3,200,,0
miaswap,3090,0.57,200,,0
equilibria,3091,1.01,200,,0
beamswap-v3,3092,0.51,200,,0
ezkalibur,3093,0.55,200,,0
milkomeda-macc,3094,0.19,200,,0
sudoswap-v2,3095,0.92,200,,0
ramses-cl,3096,3.33,200,,0
omt-finance,3097,0.35,200,,0
usdo,3098,0.2,200,,0
froggy-protocol,3099,0.02,200,,0
coindrip,3100,1.02,200,,0
athena-finance,3101,0.81,200,,0
kannagi-finance,3102,0.39,200,,0
ambient,3104,4.14,200,,0
owna,3105,0.39,200,,0
unibot,3106,0.01,200,,0
eigenlayer,3107,0.82,200,,0
pawnfi-ape-staking,3108,0.19,200,,0
pawnfi-lending,3109,1.06,200,,0
plsprint,3111,0.19,200,,0
baton,3112,0.16,200,,0
okcoin,3113,2.73,200,,0
xlsd,3114,0.3,200,,0
bitmake,3115,0.2,200,,0
basilisk,3116,0.48,200,,0
astroport,3117,2.18,200,,0
kapinus,3118,0.23,200,,0
carmine-options,3119,0.31,200,,0
orbiter-one,3120,1.0,200,,0
pearl-v1,3121,0.78,200,,0
monolend,3122,0.84,200,,0
stealcam,3123,0.01,200,,0
bob-cdp,3124,0.29,200,,0
fuji-v2,3125,1.94,200,,0
pairex,3126,0.24,200,,0
nftperp,3127,0.27,200,,0
vestige,3128,0.07,200,,0
tigris,3129,0.56,200,,0
resonate-finance,3130,0.53,200,,0
daytona-finance,3132,1.4,200,,0
pepedex,3133,0.36,200,,0
stabl.fi-v2,3134,0.3,200,,0
gplx,3135,0.5,200,,0
minefi,3136,0.19,200,,0
my-neighbor-alice,3137,0.01,200,,0
step-app,3138,0.01,200,,0
immutablex,3139,0.85,200,,0
avalanche,3140,0.01,200,,0
defiato,3141,0.01,200,,0
primal,3142,0.01,200,,0
xana,3143,0.01,200,,0
superrare,3144,0.29,200,,0
pinjam-labs,3145,1.07,200,,0
scatter,3146,0.01,200,,0
megamoon,3147,0.2,200,,0
stella,3148,0.55,200,,0
klayswap-v3,3149,1.31,200,,0
claimswap-v2,3150,0.29,200,,0
titi-protocol,3151,1.26,200,,0
swapscanner-lsd,3152,0.21,200,,0
pulsemax-finance,3153,0.5,200,,0
avnu,3154,0.01,200,,0
stakedicp,3155,0.17,200,,0
voodoo-trade-fantom,3156,0.33,200,,0
hats.v2,3157,1.02,200,,0
themis-protocol,3158,0.5,200,,0
litx,3159,0.88,200,,0
themis-dex,3160,0.25,200,,0
themis-staking,3161,0.34,200,,0
neopin-liquid,3162,0.32,200,,0
levvy-for-nfts,3163,0.38,200,,0
pacman,3164,0.31,200,,0
struct-finance,3165,0.43,200,,0
veplus,3166,0.4,200,,0
quasar-vaults,3167,0.32,200,,0
foundation,3168,0.01,200,,0
savvy,3169,1.1,200,,0
phoenix,3170,0.83,200,,0
kinza-finance,3171,1.9,200,,0
concordex,3172,0.2,200,,0
equity,3173,0.3,200,,0
mango-markets-v4-perps,3174,3.39,200,,0
ibcx,3175,0.9,200,,0
key-finance,3176,0.19,200,,0
white-whale-dex,3177,1.26,200,,0
pegasys-v3,3178,0.42,200,,0
gogopool,3179,0.24,200,,0
zkswap-v2,3180,1.67,200,,0
sui-foundation,3181,0.01,200,,0
exit10,3182,0.35,200,,0
ghast-protocol,3183,0.39,200,,0
jet-margin,3184,0.57,200,,0
jet-fixed-term,3185,0.23,200,,0
soarpls,3186,0.18,200,,0
cryptodickbutts,3187,0.01,200,,0
biswap-v3,3188,2.75,200,,0
konverter,3189,0.05,200,,0
kurrency,3190,0.59,200,,0
xalgo-liquid-staking,3191,0.2,200,,0
protectorate-protocol,3192,0.19,200,,0
stusdt,3193,0.31,200,,0
arpa-staking,3194,0.33,200,,0
lenft,3195,0.18,200,,0
flowx-v2,3196,1.31,200,,0
florence-finance,3197,0.57,200,,0
tashi,3198,0.73,200,,0
collectif-dao,3199,0.19,200,,0
chirpfinance,3201,0.98,200,,0
hashking,3202,0.2,200,,0
surge,3203,2.46,200,,0
pulse-rate,3204,0.6,200,,0
phux,3205,2.66,200,,0
bucket-cdp,3206,0.64,200,,0
bitget-swap,3207,0.01,200,,0
uncx-network-v3,3208,1.23,200,,0
pinnako,3209,0.37,200,,0
arcadia-v1,3210,0.75,200,,0
radiate-protocol,3211,0.2,200,,0
tribe3,3212,0.16,200,,0
dinotopia-finance,3213,0.53,200,,0
sigmafi,3214,0.48,200,,0
aerie-lab,3215,0.36,200,,0
bemo-v1,3216,0.19,200,,0
coinscope,3217,0.8,200,,0
swaap-maker-v2,3218,1.72,200,,0
zk-swap,3219,0.29,200,,0
sigmao,3220,0.2,200,,0
near,3221,0.01,200,,0
tenx,3222,0.2,200,,0
tendie-swap,3223,0.2,200,,0
golem-network,3224,0.01,200,,0
hope-swap,3225,0.22,200,,0
hidden-hand,3226,3.98,200,,0
bluespade,3227,1.0,200,,0
metis,3228,0.0,200,,0
mare-finance-v2,3229,0.56,200,,0
chaintools,3230,0.16,200,,0
xwin-finance,3231,1.3,200,,0
yieldpulse-finance,3232,1.01,200,,0
ajna-v1,3233,1.13,200,,0
derpdex,3234,0.96,200,,0
yield-guild-games,3235,0.0,200,,0
colafactory,3236,0.75,200,,0
skydex,3237,0.22,200,,0
fusionx-v2,3238,0.4,200,,0
fusionx-v3,3239,0.85,200,,0
magician-mv,3240,0.45,200,,0
meter-liquid-staking,3241,0.2,200,,0
moraswap-v2,3242,0.82,200,,0
zerolend,3243,5.58,200,,0
one-dex,3244,2.92,200,,0
venus-isolated-pools,3245,3.05,200,,0
sobal,3246,0.72,200,,0
hatom-lending,3247,1.28,200,,0
hatom-liquid-staking,3248,0.2,200,,0
the-ennead-farm,3249,1.7,200,,0
layerbank,3250,3.89,200,,0
beamex-perps,3251,0.42,200,,0
rehold-v2,3252,10.65,200,,0
swirllend,3253,0.41,200,,0
mantleswap,3254,0.33,200,,0
horizondex,3255,1.33,200,,0
echodex-v2,3256,0.36,200,,0
icpswap,3257,0.19,200,,0
narwhal-finance,3258,0.28,200,,0
aftermath-amm,3259,1.43,200,,0
reax-swaps,3260,0.28,200,,0
reax-assets,3261,0.29,200,,0
zilch-capital,3262,0.19,200,,0
crust-v1,3263,0.29,200,,0
0x0.ai,3264,0.2,200,,0
agni-finance,3265,1.04,200,,0
shibshift,3266,0.36,200,,0
solid-world,3267,0.44,200,,0
deepbook-v2,3268,0.09,200,,0
arkham,3269,0.0,200,,0
reax-lending,3270,0.65,200,,0
evmos-dao,3271,0.0,200,,0
dracula-finance,3272,0.45,200,,0
sharelock,3273,0.26,200,,0
dyad,3274,0.3,200,,0
dbx-finance,3275,0.34,200,,0
dogedollar,3276,0.18,200,,0
dexswap,3277,0.3,200,,0
whale-game,3278,0.18,200,,0
palmswap,3279,0.32,200,,0
zkbase,3280,0.54,200,,0
pika-v4,3281,0.2,200,,0
l2beat,3282,0.0,200,,0
go-ethereum,3283,0.0,200,,0
teahouse-managed,3285,0.76,200,,0
teahouse-permissionless,3286,1.55,200,,0
trustake,3287,0.34,200,,0
jewelswap-leveraged-farming,3288,0.65,200,,0
jewelswap-nft-lending,3289,0.44,200,,0
jadeswap,3290,0.38,200,,0
fvm-exchange,3291,0.82,200,,0
jewelswap-liquid-staking,3292,0.25,200,,0
gravity-bridge,3293,2.03,200,,0
ethers,3294,0.0,200,,0
ethglobal,3295,0.0,200,,0
rotki,3296,0.0,200,,0
wagmi-sh,3297,0.0,200,,0
factor-v2,3298,0.59,200,,0
fcon-dex,3299,0.26,200,,0
lendle,3300,1.16,200,,0
grizzly-trade-perps,3301,0.18,200,,0
velodrome-v2,3302,2.82,200,,0
weave,3303,0.17,200,,0
ammos-finance,3304,0.37,200,,0
salsa,3305,0.19,200,,0
tangent-protocol,3306,0.35,200,,0
lodestar-v1,3307,1.57,200,,0
sablier-lockup,3308,6.8,200,,0
arbitrove,3309,1.1,200,,0
yogurt-finance,3310,0.77,200,,0
retro,3311,1.71,200,,0
here-wallet-staking,3312,0.19,200,,0
openworld-perps,3313,0.34,200,,0
rocketswap-base,3314,0.41,200,,0
crescentswap,3315,0.55,200,,0
tanx.fi,3316,1.05,200,,0
vivaleva-protocol,3317,0.31,200,,0
nayms,3318,0.26,200,,0
snapshot,3319,0.0,200,,0
safe,3320,0.0,200,,0
revoke.cash,3321,0.0,200,,0
synthswap-v2,3322,0.65,200,,0
navi-lending,3323,1.31,200,,0
predy-v5,3324,0.82,200,,0
gambit-trade,3325,0.42,200,,0
mufex,3326,0.46,200,,0
line-token,3327,0.41,200,,0
swapbased-amm,3328,0.53,200,,0
kiloex,3329,0.86,200,,0
velocore-v2,3330,1.23,200,,0
tetu-pawnshop,3331,0.21,200,,0
ignore-fud,3332,0.29,200,,0
baseswap-v2,3333,0.66,200,,0
galador,3334,0.22,200,,0
spartadex,3335,0.5,200,,0
banana-gun,3336,0.0,200,,0
none-trading,3337,0.0,200,,0
chainlink-keepers,3338,0.0,200,,0
chainlink-vrf-v1,3339,0.0,200,,0
chainlink-vrf-v2,3340,0.0,200,,0
chronos-v2,3341,0.44,200,,0
magnate-finance,3342,0.33,200,,0
zkera-finance,3343,0.7,200,,0
fx-protocol,3344,0.55,200,,0
